Company ID,cluster,region,macro
4616,0,Lombardia,North
4618,3,Emilia-Romagna,North
4619,1,Lombardia,North
4620,1,Lombardia,North
4621,2,Emilia-Romagna,North
4622,0,Puglia,South
4623,3,Toscana,Centre
4624,2,Campania,South
4626,3,Campania,South
4630,3,Puglia,South
4632,0,Veneto,North
4634,3,Lombardia,North
4635,2,Lazio,Centre
4636,0,Veneto,North
4638,1,Veneto,North
4639,1,Veneto,North
4640,1,Lazio,Centre
4641,1,Lombardia,North
4645,4,Campania,South
4646,0,Friuli-Venezia Giulia,North
4647,4,Trentino-Alto Adige,North
4649,3,Lombardia,North
4651,1,Sicilia,Islands
4652,3,Piemonte,North
4653,0,Emilia-Romagna,North
4654,0,Emilia-Romagna,North
4655,0,Campania,South
4656,4,Piemonte,North
4657,0,Lombardia,North
4658,2,Emilia-Romagna,North
4660,0,Toscana,Centre
4661,1,Campania,South
4662,2,Marche,Centre
4663,0,Lombardia,North
4668,1,Lombardia,North
4670,3,Umbria,Centre
4671,1,Veneto,North
4672,2,Campania,South
4673,2,Emilia-Romagna,North
4677,0,Lombardia,North
4679,3,Piemonte,North
4680,0,Emilia-Romagna,North
4682,2,Sicilia,Islands
4684,0,Toscana,Centre
4685,0,Emilia-Romagna,North
4686,0,Veneto,North
4688,4,Lombardia,North
4689,0,Emilia-Romagna,North
4690,2,Trentino-Alto Adige,North
4692,0,Lombardia,North
4694,3,Lombardia,North
4695,1,Puglia,South
4696,0,Lombardia,North
4699,1,Veneto,North
4701,1,Piemonte,North
4702,1,Lombardia,North
4703,1,Piemonte,North
4704,0,Friuli-Venezia Giulia,North
4705,1,Lombardia,North
4706,1,Lombardia,North
4708,2,Veneto,North
4709,1,Lombardia,North
4711,3,Veneto,North
4712,3,Friuli-Venezia Giulia,North
4713,2,Marche,Centre
4714,0,Lombardia,North
4716,1,Lombardia,North
4720,0,Veneto,North
4722,2,Lombardia,North
4724,1,Piemonte,North
4728,4,Abruzzo,South
4730,2,Emilia-Romagna,North
4732,1,Sicilia,Islands
4735,2,Lazio,Centre
4736,3,Toscana,Centre
4738,0,Emilia-Romagna,North
4739,0,Lombardia,North
4742,3,Piemonte,North
4743,2,Piemonte,North
4745,3,Lombardia,North
4746,2,Emilia-Romagna,North
4748,3,Lombardia,North
4749,1,Veneto,North
4750,2,Sicilia,Islands
4754,3,Lombardia,North
4756,0,Lombardia,North
4757,0,Veneto,North
4758,2,Lombardia,North
4759,0,Marche,Centre
4763,0,Abruzzo,South
4766,1,Campania,South
4768,3,Umbria,Centre
4770,2,Piemonte,North
4771,0,Lombardia,North
4773,0,Calabria,South
4774,1,Lazio,Centre
4776,3,Emilia-Romagna,North
4777,1,Veneto,North
4779,0,Lombardia,North
4780,3,Veneto,North
4781,1,Sicilia,Islands
4782,2,Veneto,North
4783,0,Veneto,North
4784,1,Toscana,Centre
4786,3,Piemonte,North
4788,0,Lazio,Centre
4789,4,Calabria,South
4790,2,Emilia-Romagna,North
4791,0,Lombardia,North
4792,4,Lombardia,North
4794,2,Campania,South
4795,0,Piemonte,North
4796,3,Lombardia,North
4797,3,Marche,Centre
4798,1,Trentino-Alto Adige,North
4799,1,Campania,South
4800,1,Trentino-Alto Adige,North
4802,1,Lazio,Centre
4803,2,Veneto,North
4808,1,Toscana,Centre
4812,1,Emilia-Romagna,North
4814,2,Lombardia,North
4815,0,Umbria,Centre
4816,0,Friuli-Venezia Giulia,North
4820,0,Campania,South
4821,1,Umbria,Centre
4822,2,Lombardia,North
4823,2,Campania,South
4825,1,Lazio,Centre
4826,2,Trentino-Alto Adige,North
4827,1,Campania,South
4828,2,Lazio,Centre
4829,4,Emilia-Romagna,North
4830,1,Piemonte,North
4831,3,Lombardia,North
4832,2,Lombardia,North
4837,3,Piemonte,North
4838,2,Veneto,North
4839,1,Lombardia,North
4843,1,Veneto,North
4844,1,Lombardia,North
4845,0,Lazio,Centre
4848,2,Veneto,North
4850,2,Lombardia,North
4852,0,Piemonte,North
4855,1,Veneto,North
4856,0,Lombardia,North
4858,1,Veneto,North
4859,3,Lazio,Centre
4861,3,Lombardia,North
4862,1,Lombardia,North
4863,0,Veneto,North
4864,2,Campania,South
4866,3,Lombardia,North
4869,2,Lombardia,North
4870,2,Lombardia,North
4871,1,Calabria,South
4872,1,Campania,South
4874,0,Emilia-Romagna,North
4875,1,Lombardia,North
4876,0,Lazio,Centre
4877,0,Calabria,South
4879,0,Toscana,Centre
4880,2,Toscana,Centre
4881,0,Emilia-Romagna,North
4882,0,Campania,South
4884,0,Emilia-Romagna,North
4885,2,Friuli-Venezia Giulia,North
4886,2,Lazio,Centre
4887,3,Marche,Centre
4889,3,Veneto,North
4890,0,Lombardia,North
4891,3,Lazio,Centre
4892,1,Sardegna,Islands
4893,2,Lombardia,North
4897,1,Veneto,North
4901,1,Lombardia,North
4905,2,Lombardia,North
4907,4,Toscana,Centre
4910,0,Lazio,Centre
4911,2,Lombardia,North
4912,0,Lombardia,North
4913,3,Toscana,Centre
4914,1,Puglia,South
4916,2,Lombardia,North
4917,0,Veneto,North
4918,0,Lombardia,North
4920,0,Sicilia,Islands
4921,2,Umbria,Centre
4922,0,Campania,South
4927,2,Emilia-Romagna,North
4931,1,Piemonte,North
4934,2,Lombardia,North
4935,0,Toscana,Centre
4939,3,Piemonte,North
4940,3,Lombardia,North
4941,3,Veneto,North
4942,1,Lombardia,North
4944,1,Campania,South
4945,2,Lazio,Centre
4946,1,Molise,South
4947,1,Lombardia,North
4949,0,Campania,South
4950,1,Lombardia,North
4951,3,Lombardia,North
4952,4,Emilia-Romagna,North
4954,1,Campania,South
4955,3,Lombardia,North
4956,2,Emilia-Romagna,North
4957,1,Lombardia,North
4960,0,Veneto,North
4961,0,Campania,South
4963,4,Lazio,Centre
4964,0,Sicilia,Islands
4968,2,Piemonte,North
4970,3,Emilia-Romagna,North
4971,3,Lombardia,North
4975,0,Lazio,Centre
4976,0,Campania,South
4978,3,Toscana,Centre
4979,4,Liguria,North
4981,0,Puglia,South
4983,3,Lazio,Centre
4984,4,Marche,Centre
4985,1,Veneto,North
4986,1,Toscana,Centre
4989,0,Emilia-Romagna,North
4990,2,Puglia,South
4991,2,Emilia-Romagna,North
4994,3,Liguria,North
4995,2,Liguria,North
4998,1,Emilia-Romagna,North
5002,1,Puglia,South
5004,4,Veneto,North
5006,0,Emilia-Romagna,North
5007,2,Piemonte,North
5008,0,Lazio,Centre
5010,2,Lombardia,North
5011,0,Lazio,Centre
5013,0,Lazio,Centre
5014,2,Piemonte,North
5016,2,Veneto,North
5018,1,Puglia,South
5019,0,Marche,Centre
5023,2,Campania,South
5026,3,Trentino-Alto Adige,North
5027,0,Lombardia,North
5030,1,Lombardia,North
5031,0,Lombardia,North
5032,2,Sicilia,Islands
5033,3,Veneto,North
5034,0,Toscana,Centre
5035,0,Lombardia,North
5037,1,Lombardia,North
5038,0,Toscana,Centre
5040,1,Lazio,Centre
5042,0,Puglia,South
5043,0,Lombardia,North
5044,3,Veneto,North
5045,3,Emilia-Romagna,North
5046,1,Piemonte,North
5048,3,Lazio,Centre
5050,4,Liguria,North
5051,0,Sicilia,Islands
5053,3,Campania,South
5054,3,Lombardia,North
5055,0,Veneto,North
5057,3,Lombardia,North
5059,3,Emilia-Romagna,North
5060,2,Lombardia,North
5062,0,Lombardia,North
5064,4,Emilia-Romagna,North
5066,0,Lazio,Centre
5068,3,Piemonte,North
5069,2,Piemonte,North
5070,1,Marche,Centre
5071,3,Toscana,Centre
5072,0,Piemonte,North
5076,1,Piemonte,North
5077,0,Sicilia,Islands
5079,2,Sardegna,Islands
5080,2,Friuli-Venezia Giulia,North
5082,2,Piemonte,North
5083,0,Veneto,North
5084,3,Lombardia,North
5088,2,Lombardia,North
5089,4,Lombardia,North
5090,0,Campania,South
5093,0,Puglia,South
5094,0,Veneto,North
5097,0,Abruzzo,South
5099,2,Emilia-Romagna,North
5100,1,Piemonte,North
5103,2,Lombardia,North
5104,0,Liguria,North
5105,2,Lombardia,North
5108,1,Sicilia,Islands
5112,3,Toscana,Centre
5114,4,Puglia,South
5115,3,Lombardia,North
5116,2,Piemonte,North
5118,0,Lombardia,North
5119,0,Puglia,South
5120,3,Veneto,North
5123,2,Lombardia,North
5124,0,Toscana,Centre
5125,1,Veneto,North
5126,1,Toscana,Centre
5129,1,Calabria,South
5132,0,Campania,South
5134,2,Trentino-Alto Adige,North
5136,2,Lombardia,North
5137,0,Veneto,North
5138,4,Emilia-Romagna,North
5139,0,Lombardia,North
5140,0,Lombardia,North
5146,0,Friuli-Venezia Giulia,North
5147,2,Lombardia,North
5148,0,Marche,Centre
5149,0,Lazio,Centre
5150,0,Veneto,North
5152,3,Veneto,North
5153,0,Toscana,Centre
5157,0,Friuli-Venezia Giulia,North
5159,3,Veneto,North
5160,1,Abruzzo,South
5161,1,Lombardia,North
5164,3,Puglia,South
5165,2,Lombardia,North
5167,3,Veneto,North
5168,3,Lombardia,North
5169,3,Friuli-Venezia Giulia,North
5172,2,Toscana,Centre
5173,1,Abruzzo,South
5175,3,Emilia-Romagna,North
5176,4,Campania,South
5181,4,Lombardia,North
5182,0,Veneto,North
5183,4,Lombardia,North
5184,3,Veneto,North
5186,0,Sardegna,Islands
5189,2,Lombardia,North
5190,0,Lombardia,North
5195,3,Emilia-Romagna,North
5196,3,Lombardia,North
5197,0,Trentino-Alto Adige,North
5198,1,Lazio,Centre
5199,2,Campania,South
5200,4,Lombardia,North
5201,0,Toscana,Centre
5202,4,Umbria,Centre
5203,0,Lombardia,North
5204,2,Puglia,South
5205,2,Lombardia,North
5206,3,Lombardia,North
5208,3,Liguria,North
5209,0,Veneto,North
5210,3,Veneto,North
5211,2,Lazio,Centre
5214,3,Emilia-Romagna,North
5215,1,Liguria,North
5217,4,Lombardia,North
5218,2,Piemonte,North
5221,1,Veneto,North
5222,3,Lazio,Centre
5224,1,Emilia-Romagna,North
5225,0,Toscana,Centre
5226,3,Emilia-Romagna,North
5227,1,Piemonte,North
5228,1,Lombardia,North
5230,2,Lombardia,North
5231,1,Veneto,North
5232,4,Sicilia,Islands
5234,1,Lombardia,North
5235,2,Abruzzo,South
5236,3,Lombardia,North
5237,0,Lombardia,North
5239,0,Veneto,North
5240,3,Lazio,Centre
5242,3,Marche,Centre
5245,3,Lombardia,North
5247,0,Trentino-Alto Adige,North
5248,1,Veneto,North
5249,1,Campania,South
5250,1,Emilia-Romagna,North
5251,1,Toscana,Centre
5253,2,Lombardia,North
5254,3,Emilia-Romagna,North
5255,2,Emilia-Romagna,North
5256,0,Lombardia,North
5257,0,Piemonte,North
5258,0,Veneto,North
5259,0,Lombardia,North
5260,1,Umbria,Centre
5261,3,Emilia-Romagna,North
5263,1,Lombardia,North
5265,3,Lombardia,North
5266,2,Lazio,Centre
5267,2,Lombardia,North
5269,2,Lombardia,North
5270,3,Lombardia,North
5272,3,Toscana,Centre
5274,3,Marche,Centre
5275,2,Lombardia,North
5276,1,Lombardia,North
5277,3,Lazio,Centre
5279,0,Lazio,Centre
5280,0,Lombardia,North
5282,3,Lombardia,North
5285,0,Marche,Centre
5286,3,Liguria,North
5287,2,Calabria,South
5290,4,Sicilia,Islands
5292,1,Lombardia,North
5294,2,Veneto,North
5295,0,Lazio,Centre
5297,3,Lombardia,North
5298,2,Lombardia,North
5302,4,Abruzzo,South
5304,3,Marche,Centre
5305,2,Piemonte,North
5309,0,Campania,South
5310,3,Piemonte,North
5312,3,Trentino-Alto Adige,North
5314,0,Umbria,Centre
5315,0,Basilicata,South
5316,1,Veneto,North
5317,3,Umbria,Centre
5320,1,Lombardia,North
5321,1,Piemonte,North
5322,1,Veneto,North
5323,1,Veneto,North
5324,2,Veneto,North
5325,2,Lazio,Centre
5327,3,Trentino-Alto Adige,North
5328,3,Abruzzo,South
5329,1,Sicilia,Islands
5332,1,Emilia-Romagna,North
5333,3,Lombardia,North
5336,0,Piemonte,North
5339,2,Lazio,Centre
5342,0,Umbria,Centre
5343,0,Piemonte,North
5344,0,Emilia-Romagna,North
5345,1,Lombardia,North
5346,1,Piemonte,North
5348,1,Veneto,North
5349,4,Lombardia,North
5350,0,Puglia,South
5352,0,Lombardia,North
5353,2,Lombardia,North
5355,1,Lombardia,North
5356,0,Lazio,Centre
5357,2,Lombardia,North
5359,0,Lazio,Centre
5362,0,Lombardia,North
5363,0,Veneto,North
5365,1,Emilia-Romagna,North
5367,3,Lombardia,North
5368,0,Friuli-Venezia Giulia,North
5369,2,Lombardia,North
5370,4,Molise,South
5371,2,Lombardia,North
5373,2,Piemonte,North
5374,1,Lombardia,North
5375,1,Lombardia,North
5376,3,Calabria,South
5378,1,Toscana,Centre
5379,3,Lombardia,North
5380,0,Umbria,Centre
5386,0,Veneto,North
5387,3,Trentino-Alto Adige,North
5388,1,Veneto,North
5391,1,Piemonte,North
5393,2,Lombardia,North
5394,3,Lombardia,North
5395,0,Lombardia,North
5396,0,Campania,South
5397,4,Liguria,North
5398,2,Emilia-Romagna,North
5399,1,Toscana,Centre
5401,0,Sicilia,Islands
5403,3,Toscana,Centre
5405,0,Veneto,North
5407,2,Toscana,Centre
5408,0,Puglia,South
5409,2,Lazio,Centre
5411,2,Piemonte,North
5412,0,Trentino-Alto Adige,North
5413,4,Lombardia,North
5414,1,Lombardia,North
5416,2,Lombardia,North
5417,0,Piemonte,North
5418,3,Marche,Centre
5420,2,Campania,South
5423,2,Piemonte,North
5429,2,Toscana,Centre
5431,1,Trentino-Alto Adige,North
5433,1,Sardegna,Islands
5434,1,Lombardia,North
5436,2,Lazio,Centre
5437,1,Lombardia,North
5438,3,Lombardia,North
5439,1,Lombardia,North
5441,3,Lombardia,North
5442,3,Lombardia,North
5443,0,Emilia-Romagna,North
5445,2,Lombardia,North
5447,1,Emilia-Romagna,North
5449,3,Piemonte,North
5450,2,Lazio,Centre
5452,0,Lombardia,North
5453,1,Toscana,Centre
5456,4,Piemonte,North
5457,2,Abruzzo,South
5458,3,Toscana,Centre
5460,3,Emilia-Romagna,North
5461,2,Puglia,South
5463,3,Veneto,North
5464,1,Lombardia,North
5466,1,Veneto,North
5467,1,Emilia-Romagna,North
5470,3,Lombardia,North
5471,0,Veneto,North
5472,0,Lombardia,North
5474,4,Lombardia,North
5475,0,Campania,South
5477,0,Toscana,Centre
5478,1,Veneto,North
5479,3,Veneto,North
5484,1,Piemonte,North
5485,0,Abruzzo,South
5487,2,Lazio,Centre
5490,1,Campania,South
5493,1,Lombardia,North
5495,3,Piemonte,North
5496,0,Veneto,North
5498,1,Emilia-Romagna,North
5499,0,Lazio,Centre
5501,1,Lazio,Centre
5502,0,Sardegna,Islands
5504,3,Campania,South
5506,1,Veneto,North
5507,2,Veneto,North
5508,0,Lombardia,North
5510,4,Lombardia,North
5511,1,Lombardia,North
5513,1,Piemonte,North
5514,0,Emilia-Romagna,North
5520,3,Veneto,North
5522,0,Toscana,Centre
5523,3,Emilia-Romagna,North
5524,0,Lombardia,North
5526,1,Emilia-Romagna,North
5530,3,Campania,South
5531,3,Toscana,Centre
5532,2,Lazio,Centre
5534,2,Lazio,Centre
5536,2,Toscana,Centre
5538,3,Campania,South
5542,1,Toscana,Centre
5543,1,Veneto,North
5544,4,Sicilia,Islands
5546,2,Campania,South
5547,1,Lazio,Centre
5548,2,Molise,South
5550,2,Lombardia,North
5555,1,Piemonte,North
5557,2,Marche,Centre
5558,3,Puglia,South
5559,2,Lazio,Centre
5561,1,Sardegna,Islands
5562,3,Toscana,Centre
5563,2,Lombardia,North
5564,3,Emilia-Romagna,North
5568,2,Lombardia,North
5571,1,Lazio,Centre
5572,0,Emilia-Romagna,North
5573,1,Lombardia,North
5574,0,Sardegna,Islands
5575,0,Piemonte,North
5578,0,Lombardia,North
5582,1,Lombardia,North
5583,2,Veneto,North
5584,3,Sicilia,Islands
5585,1,Lazio,Centre
5587,0,Sicilia,Islands
5588,1,Emilia-Romagna,North
5590,2,Marche,Centre
5592,3,Liguria,North
5594,1,Lazio,Centre
5595,3,Lazio,Centre
5597,3,Sicilia,Islands
5598,2,Emilia-Romagna,North
5599,2,Marche,Centre
5600,0,Veneto,North
5602,1,Veneto,North
5603,0,Liguria,North
5605,0,Lombardia,North
5606,0,Umbria,Centre
5607,0,Campania,South
5611,2,Veneto,North
5613,0,Lazio,Centre
5615,0,Puglia,South
5617,1,Lombardia,North
5618,0,Puglia,South
5620,0,Veneto,North
5621,2,Lazio,Centre
5622,0,Sicilia,Islands
5623,1,Trentino-Alto Adige,North
5624,1,Toscana,Centre
5625,3,Lombardia,North
5626,0,Lombardia,North
5627,0,Friuli-Venezia Giulia,North
5632,0,Calabria,South
5633,2,Friuli-Venezia Giulia,North
5636,0,Lombardia,North
5637,0,Veneto,North
5638,1,Liguria,North
5639,2,Lombardia,North
5640,1,Sicilia,Islands
5641,2,Basilicata,South
5644,2,Veneto,North
5647,0,Puglia,South
5648,2,Sicilia,Islands
5649,0,Toscana,Centre
5650,2,Lazio,Centre
5652,0,Sicilia,Islands
5653,1,Campania,South
5654,0,Veneto,North
5657,3,Toscana,Centre
5660,2,Lombardia,North
5661,1,Lombardia,North
5664,2,Calabria,South
5666,4,Emilia-Romagna,North
5667,0,Lombardia,North
5668,0,Lazio,Centre
5669,0,Lombardia,North
5670,1,Lazio,Centre
5671,0,Lombardia,North
5672,0,Abruzzo,South
5673,1,Calabria,South
5674,2,Emilia-Romagna,North
5676,3,Veneto,North
5677,2,Emilia-Romagna,North
5678,1,Lazio,Centre
5679,0,Emilia-Romagna,North
5682,1,Lombardia,North
5683,0,Abruzzo,South
5684,0,Piemonte,North
5687,0,Trentino-Alto Adige,North
5688,2,Trentino-Alto Adige,North
5689,0,Toscana,Centre
5690,1,Lombardia,North
5691,0,Veneto,North
5693,4,Emilia-Romagna,North
5694,3,Trentino-Alto Adige,North
5695,4,Lombardia,North
5696,0,Lazio,Centre
5697,0,Toscana,Centre
5699,1,Sardegna,Islands
5700,1,Lazio,Centre
5702,3,Piemonte,North
5703,0,Emilia-Romagna,North
5704,2,Campania,South
5705,2,Lombardia,North
5706,0,Veneto,North
5707,2,Trentino-Alto Adige,North
5708,1,Lombardia,North
5709,1,Lombardia,North
5711,1,Emilia-Romagna,North
5712,1,Veneto,North
5714,1,Campania,South
5717,3,Umbria,Centre
5718,0,Lazio,Centre
5720,3,Liguria,North
5722,1,Piemonte,North
5723,2,Abruzzo,South
5726,1,Veneto,North
5727,3,Veneto,North
5728,1,Lombardia,North
5729,0,Veneto,North
5732,4,Lazio,Centre
5733,0,Puglia,South
5734,1,Friuli-Venezia Giulia,North
5735,0,Campania,South
5736,2,Emilia-Romagna,North
5737,1,Puglia,South
5739,1,Lombardia,North
5741,1,Campania,South
5743,2,Emilia-Romagna,North
5744,0,Marche,Centre
5745,2,Toscana,Centre
5746,2,Puglia,South
5749,2,Lazio,Centre
5753,0,Puglia,South
5755,3,Lazio,Centre
5756,1,Piemonte,North
5757,1,Lazio,Centre
5758,1,Puglia,South
5760,0,Lombardia,North
5761,1,Sicilia,Islands
5762,0,Veneto,North
5766,3,Lazio,Centre
5767,1,Puglia,South
5769,0,Calabria,South
5771,1,Piemonte,North
5773,1,Lombardia,North
5774,1,Lombardia,North
5775,0,Sicilia,Islands
5778,0,Lombardia,North
5781,2,Toscana,Centre
5782,2,Campania,South
5784,3,Friuli-Venezia Giulia,North
5785,1,Puglia,South
5787,0,Trentino-Alto Adige,North
5788,2,Umbria,Centre
5789,3,Lazio,Centre
5792,2,Toscana,Centre
5793,0,Piemonte,North
5794,0,Campania,South
5795,3,Veneto,North
5796,0,Lombardia,North
5798,2,Lombardia,North
5799,2,Lombardia,North
5800,0,Veneto,North
5801,0,Emilia-Romagna,North
5802,0,Emilia-Romagna,North
5803,3,Lazio,Centre
5804,3,Lombardia,North
5805,0,Lombardia,North
5806,1,Lombardia,North
5807,1,Sicilia,Islands
5808,3,Lombardia,North
5809,0,Abruzzo,South
5812,2,Lombardia,North
5813,2,Molise,South
5814,0,Umbria,Centre
5815,1,Lombardia,North
5817,3,Lombardia,North
5820,0,Lombardia,North
5822,0,Marche,Centre
5824,1,Emilia-Romagna,North
5828,0,Lombardia,North
5830,3,Veneto,North
5831,1,Lombardia,North
5832,0,Lombardia,North
5834,0,Lombardia,North
5837,0,Lombardia,North
5839,0,Veneto,North
5840,2,Lombardia,North
5841,3,Piemonte,North
5842,1,Sardegna,Islands
5845,3,Sardegna,Islands
5847,2,Lombardia,North
5848,0,Lombardia,North
5849,1,Lazio,Centre
5850,3,Lombardia,North
5851,1,Veneto,North
5853,2,Lombardia,North
5854,2,Umbria,Centre
5855,0,Puglia,South
5857,2,Lombardia,North
5858,0,Lombardia,North
5859,0,Lombardia,North
5861,2,Lombardia,North
5862,2,Emilia-Romagna,North
5866,0,Liguria,North
5868,2,Piemonte,North
5869,1,Piemonte,North
5870,1,Toscana,Centre
5872,2,Puglia,South
5873,4,Campania,South
5874,3,Lombardia,North
5876,3,Lombardia,North
5877,1,Lazio,Centre
5879,0,Lombardia,North
5880,0,Campania,South
5881,1,Toscana,Centre
5885,0,Lombardia,North
5886,3,Trentino-Alto Adige,North
5887,0,Lombardia,North
5890,1,Campania,South
5893,0,Piemonte,North
5894,0,Lombardia,North
5896,2,Lombardia,North
5899,3,Lombardia,North
5900,2,Campania,South
5901,2,Marche,Centre
5903,1,Piemonte,North
5904,1,Puglia,South
5905,1,Toscana,Centre
5907,1,Emilia-Romagna,North
5908,2,Liguria,North
5909,2,Veneto,North
5911,1,Umbria,Centre
5912,2,Abruzzo,South
5913,1,Sardegna,Islands
5914,1,Toscana,Centre
5916,0,Emilia-Romagna,North
5917,2,Piemonte,North
5918,1,Lombardia,North
5919,0,Umbria,Centre
5920,2,Umbria,Centre
5925,0,Campania,South
5926,2,Piemonte,North
5928,3,Veneto,North
5929,2,Friuli-Venezia Giulia,North
5932,0,Toscana,Centre
5936,0,Emilia-Romagna,North
5939,1,Campania,South
5942,1,Emilia-Romagna,North
5945,0,Piemonte,North
5946,1,Lombardia,North
5948,0,Sicilia,Islands
5949,1,Veneto,North
5951,3,Trentino-Alto Adige,North
5952,3,Lombardia,North
5953,2,Veneto,North
5955,1,Sicilia,Islands
5956,1,Emilia-Romagna,North
5958,3,Trentino-Alto Adige,North
5959,3,Liguria,North
5960,1,Campania,South
5962,0,Liguria,North
5963,4,Lombardia,North
5964,3,Lombardia,North
5965,2,Lombardia,North
5967,2,Basilicata,South
5968,0,Toscana,Centre
5969,3,Lombardia,North
5970,1,Trentino-Alto Adige,North
5972,1,Lazio,Centre
5973,4,Toscana,Centre
5976,3,Lombardia,North
5977,0,Lombardia,North
5979,2,Campania,South
5981,2,Friuli-Venezia Giulia,North
5983,0,Marche,Centre
5987,0,Lombardia,North
5988,2,Emilia-Romagna,North
5989,1,Campania,South
5991,3,Lombardia,North
5992,1,Calabria,South
5993,2,Sardegna,Islands
5994,2,Lombardia,North
5995,0,Sicilia,Islands
5999,2,Basilicata,South
6000,1,Calabria,South
6001,2,Veneto,North
6002,0,Lombardia,North
6005,1,Liguria,North
6006,3,Lombardia,North
6007,2,Campania,South
6008,1,Lombardia,North
6009,0,Calabria,South
6010,0,Toscana,Centre
6011,1,Campania,South
6014,2,Lombardia,North
6015,0,Puglia,South
6017,3,Toscana,Centre
6022,0,Emilia-Romagna,North
6025,3,Puglia,South
6027,4,Trentino-Alto Adige,North
6028,2,Veneto,North
6029,0,Lazio,Centre
6030,1,Lombardia,North
6032,2,Lombardia,North
6033,2,Piemonte,North
6035,2,Veneto,North
6036,0,Lombardia,North
6037,4,Piemonte,North
6038,3,Lombardia,North
6040,2,Lombardia,North
6041,1,Campania,South
6042,4,Marche,Centre
6046,0,Veneto,North
6047,2,Lazio,Centre
6049,2,Toscana,Centre
6050,2,Veneto,North
6051,0,Umbria,Centre
6056,0,Veneto,North
6057,2,Veneto,North
6058,2,Veneto,North
6060,0,Emilia-Romagna,North
6061,2,Lombardia,North
6062,4,Lombardia,North
6064,0,Campania,South
6065,4,Toscana,Centre
6068,2,Emilia-Romagna,North
6069,1,Lombardia,North
6070,2,Emilia-Romagna,North
6071,1,Marche,Centre
6072,3,Puglia,South
6073,1,Lombardia,North
6075,0,Emilia-Romagna,North
6076,1,Campania,South
6078,2,Lombardia,North
6079,0,Lombardia,North
6081,2,Toscana,Centre
6082,3,Veneto,North
6083,2,Lombardia,North
6084,4,Lombardia,North
6085,1,Veneto,North
6086,0,Toscana,Centre
6087,2,Lombardia,North
6088,0,Campania,South
6089,2,Veneto,North
6090,1,Lombardia,North
6091,0,Campania,South
6094,3,Campania,South
6097,2,Piemonte,North
6098,2,Veneto,North
6099,3,Piemonte,North
6100,0,Toscana,Centre
6101,0,Lombardia,North
6102,1,Campania,South
6103,3,Lombardia,North
6104,2,Lombardia,North
6107,1,Campania,South
6109,2,Lombardia,North
6111,2,Lombardia,North
6113,3,Lombardia,North
6114,0,Toscana,Centre
6117,2,Emilia-Romagna,North
6119,0,Toscana,Centre
6122,0,Trentino-Alto Adige,North
6125,3,Lombardia,North
6126,0,Marche,Centre
6127,1,Calabria,South
6128,1,Lombardia,North
6129,2,Lombardia,North
6131,4,Veneto,North
6132,0,Piemonte,North
6133,3,Lombardia,North
6134,3,Piemonte,North
6135,1,Lombardia,North
6137,0,Marche,Centre
6138,1,Veneto,North
6140,0,Veneto,North
6141,0,Piemonte,North
6144,1,Lombardia,North
6145,2,Umbria,Centre
6146,2,Veneto,North
6147,0,Lombardia,North
6150,2,Abruzzo,South
6154,2,Emilia-Romagna,North
6156,3,Lombardia,North
6157,1,Lombardia,North
6158,0,Abruzzo,South
6160,4,Emilia-Romagna,North
6161,0,Lazio,Centre
6162,1,Lombardia,North
6163,0,Lombardia,North
6164,3,Lombardia,North
6165,1,Veneto,North
6166,1,Piemonte,North
6168,0,Molise,South
6170,0,Basilicata,South
6173,0,Piemonte,North
6174,1,Liguria,North
6175,4,Lombardia,North
6179,1,Veneto,North
6180,0,Veneto,North
6181,0,Veneto,North
6182,1,Campania,South
6184,2,Puglia,South
6186,2,Puglia,South
6187,1,Lombardia,North
6188,0,Lombardia,North
6191,2,Toscana,Centre
6193,0,Lombardia,North
6195,2,Marche,Centre
6197,0,Abruzzo,South
6198,0,Lazio,Centre
6201,2,Lombardia,North
6202,0,Abruzzo,South
6205,0,Lombardia,North
6207,1,Emilia-Romagna,North
6208,0,Liguria,North
6209,0,Toscana,Centre
6214,0,Lombardia,North
6215,0,Abruzzo,South
6216,1,Sardegna,Islands
6221,2,Sardegna,Islands
6223,3,Veneto,North
6224,2,Piemonte,North
6226,2,Lombardia,North
6227,2,Lombardia,North
6228,3,Lombardia,North
6229,1,Lombardia,North
6230,1,Abruzzo,South
6232,1,Veneto,North
6235,3,Veneto,North
6236,1,Toscana,Centre
6237,1,Toscana,Centre
6238,1,Piemonte,North
6239,3,Marche,Centre
6240,3,Abruzzo,South
6241,0,Calabria,South
6242,3,Piemonte,North
6243,4,Campania,South
6244,3,Marche,Centre
6249,1,Campania,South
6251,0,Campania,South
6252,2,Lombardia,North
6253,1,Marche,Centre
6254,0,Marche,Centre
6255,1,Lombardia,North
6257,0,Campania,South
6258,2,Emilia-Romagna,North
6259,1,Lombardia,North
6262,3,Marche,Centre
6264,0,Lombardia,North
6265,2,Lombardia,North
6267,3,Lombardia,North
6269,1,Sardegna,Islands
6270,0,Sicilia,Islands
6272,2,Puglia,South
6273,2,Abruzzo,South
6274,1,Calabria,South
6275,0,Lombardia,North
6276,1,Friuli-Venezia Giulia,North
6277,2,Lombardia,North
6282,0,Toscana,Centre
6283,4,Lazio,Centre
6284,2,Lombardia,North
6285,0,Lombardia,North
6291,0,Campania,South
6293,2,Sicilia,Islands
6294,1,Toscana,Centre
